שווי לחשיפה,שווי נייר,תאריך פקיעה,מחיר מימוש,דלתא,מטבע קניה,קוד מטבע קניה,מכפיל-יחס המרה,מטבע מכירה,קוד מטבע מכירה,כמות,תאור נייר,מספר נייר,קוד אפיק,שם חשבון,קוד בנק,מספר חשבון,שם הבנק,Issue_Date_CPI
"40,591.65","40,591.65",,,,,,1,,,,((ריבית לקבל עוש(ריבית לקבל(ריבית לקבל,10001,99901,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"61,878.49","61,878.49",,,,,,1,,,,((ריבית לקבל עוש(ריבית לקבל(ריבית לקבל,10001,99901,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"4,167.21","4,167.21",,,,,,1,,,,((ריבית לקבל עוש(ריבית לקבל(ריבית לקבל,10001,99901,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
258.11,258.11,,,,,,1,,,,((ריבית לקבל עוש(ריבית לקבל(ריבית לקבל,10001,99901,א.ש גמל - מסלול כספית,10,29934083,בנק לאומי,
435.34,435.34,,,,,,1,,,,((ריבית לקבל עוש(ריבית לקבל(ריבית לקבל,10001,99901,א.ש גמל - מסלול אגח ממשלתי,10,29934181,בנק לאומי,
301.35,301.35,,,,,,1,,,,((ריבית לקבל עוש(ריבית לקבל(ריבית לקבל,10001,99901,א.ש השתלמות - מסלול כספית,10,29934279,בנק לאומי,
516.94,516.94,,,,,,1,,,,((ריבית לקבל עוש(ריבית לקבל(ריבית לקבל,10001,99901,א.ש השתלמות - מסלול אגח ממשלתי,10,29934377,בנק לאומי,
"1,981.66","1,981.66",,,,,,1,,,,((ריבית לקבל עוש(ריבית לקבל(ריבית לקבל,10001,99901,א.ש גמל - מסלול אגח,10,29944863,בנק לאומי,
"2,994.91","2,994.91",,,,,,1,,,,((ריבית לקבל עוש(ריבית לקבל(ריבית לקבל,10001,99901,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
867.94,867.94,,,,,,1,,,,((ריבית לקבל עוש(ריבית לקבל(ריבית לקבל,10001,99901,א.ש גמל - מסלול מנייתי,10,29944765,בנק לאומי,
"1,728.47","1,728.47",,,,,,1,,,,((ריבית לקבל עוש(ריבית לקבל(ריבית לקבל,10001,99901,א.ש השתלמות - מסלול אגח,10,29944961,בנק לאומי,
"4,256.98","4,256.98",,,,,,1,,,,((ריבית לקבל עוש(ריבית לקבל(ריבית לקבל,10001,99901,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"1,366.19","1,366.19",,,,,,1,,,,((ריבית לקבל עוש(ריבית לקבל(ריבית לקבל,10001,99901,א.ש השתלמות - מסלול מנייתי,10,29943670,בנק לאומי,
353.01,353.01,,,,,,1,,,,((ריבית לקבל עוש(ריבית לקבל(ריבית לקבל,10001,99901,א.ש פיצויים - מסלול אגח,10,29945076,בנק לאומי,
"1,233.76","1,233.76",,,,,,1,,,,((ריבית לקבל עוש(ריבית לקבל(ריבית לקבל,10001,99901,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
121.18,121.18,,,,,,1,,,,((ריבית לקבל עוש(ריבית לקבל(ריבית לקבל,10001,99901,א.ש פנסיה כללית,10,29943964,בנק לאומי,
20.63,20.63,,,,,,1,,,,((ריבית לקבל עוש(ריבית לקבל(ריבית לקבל,10001,99901,א.ש פיצויים כספית,10,29946857,בנק לאומי,
"26,330.02","26,330.02",,,,,,1,,,,((ריבית לקבל עוש(ריבית לקבל(ריבית לקבל,10001,99901,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"26,526.94","26,526.94",,,,,,1,,,,((ריבית לקבל עוש(ריבית לקבל(ריבית לקבל,10001,99901,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
505.5,505.5,,,,,,1,,,,((ריבית לקבל עוש(ריבית לקבל(ריבית לקבל,10001,99901,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"7,788,111.51","7,788,111.51",,,,,,1,,,"2,036,640.04",דולר לאומי,20001,304,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"9,204,435.72","9,204,435.72",,,,,,1,,,"2,407,017.71",דולר לאומי,20001,304,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"2,494,677.49","2,494,677.49",,,,,,1,,,"652,373.82",דולר לאומי,20001,304,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"462,475.44","462,475.44",,,,,,1,,,"120,940.23",דולר לאומי,20001,304,א.ש גמל - מסלול אגח,10,29944863,בנק לאומי,
"1,618,245.25","1,618,245.25",,,,,,1,,,"423,181.29",דולר לאומי,20001,304,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"505,678.00","505,678.00",,,,,,1,,,"132,237.97",דולר לאומי,20001,304,א.ש גמל - מסלול מנייתי,10,29944765,בנק לאומי,
"395,447.07","395,447.07",,,,,,1,,,"103,411.89",דולר לאומי,20001,304,א.ש השתלמות - מסלול אגח,10,29944961,בנק לאומי,
"1,003,917.24","1,003,917.24",,,,,,1,,,"262,530.66",דולר לאומי,20001,304,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"682,950.99","682,950.99",,,,,,1,,,"178,595.97",דולר לאומי,20001,304,א.ש השתלמות - מסלול מנייתי,10,29943670,בנק לאומי,
"106,689.68","106,689.68",,,,,,1,,,"27,900.02",דולר לאומי,20001,304,א.ש פיצויים - מסלול אגח,10,29945076,בנק לאומי,
"16,445.88","16,445.88",,,,,,1,,,"4,300.70",דולר לאומי,20001,304,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"-42,642.34","-42,642.34",,,,,,1,,,"-11,151.24",דולר לאומי,20001,304,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"-556,870.08","-556,870.08",,,,,,1,,,"-145,625.02",דולר לאומי,20001,304,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"5,968,336.87","5,968,336.87",,,,,,1,,,"1,560,757.55",דולר לאומי,20001,304,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"560,255.54","560,255.54",,,,,,1,,,"146,510.34",דולר לאומי,20001,304,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"-83,617.30","-83,617.30",,,,,,1,,,"-21,866.45",(דולר לאומי(לשלם,20001,304,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"-87,529.18","-87,529.18",,,,,,1,,,"-22,889.43",(דולר לאומי(לשלם,20001,304,א.ש גמל - מסלול מנייתי,10,29944765,בנק לאומי,
"-98,159.44","-98,159.44",,,,,,1,,,"-25,669.31",(דולר לאומי(לשלם,20001,304,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"-116,862.43","-116,862.43",,,,,,1,,,"-30,560.26",(דולר לאומי(לשלם,20001,304,א.ש השתלמות - מסלול מנייתי,10,29943670,בנק לאומי,
"5,530,813.65","5,530,813.65",,,,,,1,,,"1,157,170.82",יורו לאומי,20003,304,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"4,948,156.47","4,948,156.47",,,,,,1,,,"1,035,265.81",יורו לאומי,20003,304,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"1,160,514.12","1,160,514.12",,,,,,1,,,"242,805.70",יורו לאומי,20003,304,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"286,030.43","286,030.43",,,,,,1,,,"59,844.01",יורו לאומי,20003,304,א.ש גמל - מסלול אגח,10,29944863,בנק לאומי,
"715,580.83","715,580.83",,,,,,1,,,"149,715.63",יורו לאומי,20003,304,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"260,825.69","260,825.69",,,,,,1,,,"54,570.61",יורו לאומי,20003,304,א.ש גמל - מסלול מנייתי,10,29944765,בנק לאומי,
"228,577.97","228,577.97",,,,,,1,,,"47,823.66",יורו לאומי,20003,304,א.ש השתלמות - מסלול אגח,10,29944961,בנק לאומי,
"846,046.36","846,046.36",,,,,,1,,,"177,011.96",יורו לאומי,20003,304,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"348,324.53","348,324.53",,,,,,1,,,"72,877.34",יורו לאומי,20003,304,א.ש השתלמות - מסלול מנייתי,10,29943670,בנק לאומי,
"74,414.31","74,414.31",,,,,,1,,,"15,569.15",יורו לאומי,20003,304,א.ש פיצויים - מסלול אגח,10,29945076,בנק לאומי,
"210,669.66","210,669.66",,,,,,1,,,"44,076.84",יורו לאומי,20003,304,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"15,480.41","15,480.41",,,,,,1,,,"3,238.85",יורו לאומי,20003,304,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"3,450,071.05","3,450,071.05",,,,,,1,,,"721,832.59",יורו לאומי,20003,304,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"2,743,008.28","2,743,008.28",,,,,,1,,,"573,899.13",יורו לאומי,20003,304,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"163,776.91","163,776.91",,,,,,1,,,"34,265.82",יורו לאומי,20003,304,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"-783,856.69","-783,856.69",,,,,,1,,,"-164,000.48",(יורו לאומי(לשלם,20003,304,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"-169,625.52","-169,625.52",,,,,,1,,,"-35,489.48",(יורו לאומי(לשלם,20003,304,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"-201,954.26","-201,954.26",,,,,,1,,,"-42,253.38",(יורו לאומי(לשלם,20003,304,א.ש גמל - מסלול מנייתי,10,29944765,בנק לאומי,
"-98,453.98","-98,453.98",,,,,,1,,,"-20,598.79",(יורו לאומי(לשלם,20003,304,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"-270,322.90","-270,322.90",,,,,,1,,,"-56,557.64",(יורו לאומי(לשלם,20003,304,א.ש השתלמות - מסלול מנייתי,10,29943670,בנק לאומי,
"-21,110.87","-21,110.87",,,,,,1,,,"-4,416.87",(יורו לאומי(לשלם,20003,304,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"10,224.54","10,224.54",,,,,,1,,,"2,569.56","פר""ש לאומי",30005,304,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"11,799.78","11,799.78",,,,,,1,,,"2,965.44","פר""ש לאומי",30005,304,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"324,024.04","324,024.04",,,,,,1,,,"81,431.49","פר""ש לאומי",30005,304,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"7,982.75","7,982.75",,,,,,1,,,"2,006.17","פר""ש לאומי",30005,304,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"1,504.50","1,504.50",,,,,,1,,,378.1,"פר""ש לאומי",30005,304,א.ש גמל - מסלול מנייתי,10,29944765,בנק לאומי,
"16,679.55","16,679.55",,,,,,1,,,"4,191.79","פר""ש לאומי",30005,304,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"16,333.13","16,333.13",,,,,,1,,,"4,104.73","פר""ש לאומי",30005,304,א.ש השתלמות - מסלול מנייתי,10,29943670,בנק לאומי,
"6,509.85","6,509.85",,,,,,1,,,"1,636.01","פר""ש לאומי",30005,304,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"8,492.43","8,492.43",,,,,,1,,,"2,134.26","פר""ש לאומי",30005,304,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"33,960.62","33,960.62",,,,,,1,,,"8,534.75","פר""ש לאומי",30005,304,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"12,798.14","12,798.14",,,,,,1,,,"3,216.34","פר""ש לאומי",30005,304,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"51,606.02","51,606.02",,,,,,1,,,"12,969.27","פר""ש לאומי",30005,304,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"22,882.47","22,882.47",,,,,,1,,,"3,824.71",שטרלינג לאומי,70002,304,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"28,638.29","28,638.29",,,,,,1,,,"4,786.77",שטרלינג לאומי,70002,304,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"46,043.99","46,043.99",,,,,,1,,,"7,696.06",שטרלינג לאומי,70002,304,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"102,053.23","102,053.23",,,,,,1,,,"17,057.77",שטרלינג לאומי,70002,304,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"59,232.23","59,232.23",,,,,,1,,,"9,900.42",שטרלינג לאומי,70002,304,א.ש גמל - מסלול מנייתי,10,29944765,בנק לאומי,
"12,049.06","12,049.06",,,,,,1,,,"2,013.95",שטרלינג לאומי,70002,304,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"9,798.69","9,798.69",,,,,,1,,,"1,637.81",שטרלינג לאומי,70002,304,א.ש השתלמות - מסלול מנייתי,10,29943670,בנק לאומי,
704.53,704.53,,,,,,1,,,117.76,שטרלינג לאומי,70002,304,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"6,337.28","6,337.28",,,,,,1,,,"1,059.25",שטרלינג לאומי,70002,304,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"82,087.25","82,087.25",,,,,,1,,,"13,720.54",שטרלינג לאומי,70002,304,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"39,670.87","39,670.87",,,,,,1,,,"6,630.82",שטרלינג לאומי,70002,304,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"76,648.34","76,648.34",,,,,,1,,,"12,811.45",שטרלינג לאומי,70002,304,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"-774,278.96","-774,278.96",,,,,,1,,,"-129,417.49",(שטרלינג לאומי(לשלם,70002,304,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"-82,125.24","-82,125.24",,,,,,1,,,"-13,726.89",(שטרלינג לאומי(לשלם,70002,304,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"-22,422.70","-22,422.70",,,,,,1,,,"-3,747.86",(שטרלינג לאומי(לשלם,70002,304,א.ש גמל - מסלול מנייתי,10,29944765,בנק לאומי,
"-97,057.11","-97,057.11",,,,,,1,,,"-16,222.69",(שטרלינג לאומי(לשלם,70002,304,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"-29,884.15","-29,884.15",,,,,,1,,,"-4,995.01",(שטרלינג לאומי(לשלם,70002,304,א.ש השתלמות - מסלול מנייתי,10,29943670,בנק לאומי,
"-2,214.47","-2,214.47",,,,,,1,,,-370.14,(שטרלינג לאומי(לשלם,70002,304,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"1,430.99","1,430.99",,,,,,1,,,"43,491.16",ין/100 לאומי,80031,304,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
955.96,955.96,,,,,,1,,,"29,053.75",ין/100 לאומי,80031,304,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"2,500.41","2,500.41",,,,,,1,,,"75,993.23",ין/100 לאומי,80031,304,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"2,741.47","2,741.47",,,,,,1,,,"83,319.88",ין/100 לאומי,80031,304,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"2,441.76","2,441.76",,,,,,1,,,"74,210.80",ין/100 לאומי,80031,304,א.ש גמל - מסלול מנייתי,10,29944765,בנק לאומי,
"1,202.29","1,202.29",,,,,,1,,,"36,540.33",ין/100 לאומי,80031,304,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
787.65,787.65,,,,,,1,,,"23,938.63",ין/100 לאומי,80031,304,א.ש השתלמות - מסלול מנייתי,10,29943670,בנק לאומי,
505.38,505.38,,,,,,1,,,"15,359.70",ין/100 לאומי,80031,304,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
179.92,179.92,,,,,,1,,,"5,468.14",ין/100 לאומי,80031,304,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"1,657.48","1,657.48",,,,,,1,,,"50,374.86",ין/100 לאומי,80031,304,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
253.61,253.61,,,,,,1,,,"7,707.67",ין/100 לאומי,80031,304,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
47.16,47.16,,,,,,1,,,"1,433.34",ין/100 לאומי,80031,304,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
-5.95,-5.95,,,,,,1,,,-1.76,דולר קנדי לאומי,100006,304,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
-0.03,-0.03,,,,,,1,,,-0.01,דולר קנדי לאומי,100006,304,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"61,463,902.56","61,463,902.56",,,,,,1,,,"1,349,076.00",גזית גלוב,126011,103,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"66,752,917.40","66,752,917.40",,,,,,1,,,"1,465,165.00",גזית גלוב,126011,103,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"6,437,491.32","6,437,491.32",,,,,,1,,,"141,297.00",גזית גלוב,126011,103,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"9,840,231.04","9,840,231.04",,,,,,1,,,"215,984.00",גזית גלוב,126011,103,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"5,299,265.84","5,299,265.84",,,,,,1,,,"116,314.00",גזית גלוב,126011,103,א.ש גמל - מסלול מנייתי,10,29944765,בנק לאומי,
"11,539,026.76","11,539,026.76",,,,,,1,,,"253,271.00",גזית גלוב,126011,103,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"7,139,160.88","7,139,160.88",,,,,,1,,,"156,698.00",גזית גלוב,126011,103,א.ש השתלמות - מסלול מנייתי,10,29943670,בנק לאומי,
"2,628,219.72","2,628,219.72",,,,,,1,,,"57,687.00",גזית גלוב,126011,103,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"170,303.28","170,303.28",,,,,,1,,,"3,738.00",גזית גלוב,126011,103,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"11,097,140.32","11,097,140.32",,,,,,1,,,"243,572.00",גזית גלוב,126011,103,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"12,172,538.56","12,172,538.56",,,,,,1,,,"267,176.00",גזית גלוב,126011,103,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"478,926.72","478,926.72",,,,,,1,,,"10,512.00",גזית גלוב,126011,103,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"9,693.08","9,693.08",,,,,,1,,,"2,902.64",דולר אוסטרלי לאומי,130018,304,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"12,822.19","12,822.19",,,,,,1,,,"3,839.67",דולר אוסטרלי לאומי,130018,304,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"36,368.54","36,368.54",,,,,,1,,,"10,890.74",דולר אוסטרלי לאומי,130018,304,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
0.9,0.9,,,,,,1,,,0.27,דולר אוסטרלי לאומי,130018,304,א.ש גמל - מסלול אגח,10,29944863,בנק לאומי,
"40,592.44","40,592.44",,,,,,1,,,"12,155.61",דולר אוסטרלי לאומי,130018,304,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"17,050.07","17,050.07",,,,,,1,,,"5,105.73",דולר אוסטרלי לאומי,130018,304,א.ש גמל - מסלול מנייתי,10,29944765,בנק לאומי,
"32,114.07","32,114.07",,,,,,1,,,"9,616.72",דולר אוסטרלי לאומי,130018,304,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"31,344.98","31,344.98",,,,,,1,,,"9,386.41",דולר אוסטרלי לאומי,130018,304,א.ש השתלמות - מסלול מנייתי,10,29943670,בנק לאומי,
"17,196.84","17,196.84",,,,,,1,,,"5,149.68",דולר אוסטרלי לאומי,130018,304,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"12,931.73","12,931.73",,,,,,1,,,"3,872.47",דולר אוסטרלי לאומי,130018,304,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"38,997.38","38,997.38",,,,,,1,,,"11,677.96",דולר אוסטרלי לאומי,130018,304,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"4,849,701.30","4,849,701.30",,,,,,1,,,"176,674.00",איביאי בית השק,175018,102,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"3,604,734.00","3,604,734.00",,,,,,1,,,"131,320.00",איביאי בית השק,175018,102,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"513,232.65","513,232.65",,,,,,1,,,"18,697.00",איביאי בית השק,175018,102,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"345,595.50","345,595.50",,,,,,1,,,"12,590.00",איביאי בית השק,175018,102,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"289,048.50","289,048.50",,,,,,1,,,"10,530.00",איביאי בית השק,175018,102,א.ש גמל - מסלול מנייתי,10,29944765,בנק לאומי,
"209,169.00","209,169.00",,,,,,1,,,"7,620.00",איביאי בית השק,175018,102,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"55,998.00","55,998.00",,,,,,1,,,"2,040.00",איביאי בית השק,175018,102,א.ש השתלמות - מסלול מנייתי,10,29943670,בנק לאומי,
"7,137.00","7,137.00",,,,,,1,,,260,איביאי בית השק,175018,102,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"3,843.00","3,843.00",,,,,,1,,,140,איביאי בית השק,175018,102,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"2,310.87","2,310.87",,,,,,1,,,"3,598.93",כתר דני לאומי,200010,304,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"5,656.74","5,656.74",,,,,,1,,,"8,809.75",כתר דני לאומי,200010,304,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"2,365.70","2,365.70",,,,,,1,,,"3,684.31",כתר דני לאומי,200010,304,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"1,154.01","1,154.01",,,,,,1,,,"1,797.25",כתר דני לאומי,200010,304,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
748.82,748.82,,,,,,1,,,"1,166.20",כתר דני לאומי,200010,304,א.ש גמל - מסלול מנייתי,10,29944765,בנק לאומי,
"2,714.17","2,714.17",,,,,,1,,,"4,227.02",כתר דני לאומי,200010,304,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"3,410.37","3,410.37",,,,,,1,,,"5,311.27",כתר דני לאומי,200010,304,א.ש השתלמות - מסלול מנייתי,10,29943670,בנק לאומי,
"2,588.56","2,588.56",,,,,,1,,,"4,031.39",כתר דני לאומי,200010,304,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"2,528.98","2,528.98",,,,,,1,,,"3,938.60",כתר דני לאומי,200010,304,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"6,622.29","6,622.29",,,,,,1,,,"10,313.48",כתר דני לאומי,200010,304,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"5,444.83","5,444.83",,,,,,1,,,"8,479.72",כתר דני לאומי,200010,304,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"22,815.19","22,815.19",,,,,,1,,,"35,532.14",כתר דני לאומי,200010,304,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"-775,324.78","-775,324.78",,,,,,1,,,"-1,207,482.91",(כתר דני לאומי(לשלם,200010,304,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"-1,637,675.80","-1,637,675.80",,,,,,1,,,"-2,550,499.61",(כתר דני לאומי(לשלם,200010,304,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"-55,385.38","-55,385.38",,,,,,1,,,"-86,256.63",(כתר דני לאומי(לשלם,200010,304,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"-158,229.54","-158,229.54",,,,,,1,,,"-246,425.08",(כתר דני לאומי(לשלם,200010,304,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"-94,937.73","-94,937.73",,,,,,1,,,"-147,855.05",(כתר דני לאומי(לשלם,200010,304,א.ש גמל - מסלול מנייתי,10,29944765,בנק לאומי,
"-197,786.94","-197,786.94",,,,,,1,,,"-308,031.36",(כתר דני לאומי(לשלם,200010,304,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"-158,229.54","-158,229.54",,,,,,1,,,"-246,425.08",(כתר דני לאומי(לשלם,200010,304,א.ש השתלמות - מסלול מנייתי,10,29943670,בנק לאומי,
"-63,292.11","-63,292.11",,,,,,1,,,"-98,570.49",(כתר דני לאומי(לשלם,200010,304,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"-23,758.44","-23,758.44",,,,,,1,,,"-37,001.16",(כתר דני לאומי(לשלם,200010,304,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"1,563,074.82","1,563,074.82",,,,,,1,,,"5,550,691.84",פזו מקסיקני לאומי,200037,304,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"878,183.77","878,183.77",,,,,,1,,,"3,118,550.33",פזו מקסיקני לאומי,200037,304,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"580,150.46","580,150.46",,,,,,1,,,"2,060,193.41",פזו מקסיקני לאומי,200037,304,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"325,952.73","325,952.73",,,,,,1,,,"1,157,502.60",פזו מקסיקני לאומי,200037,304,א.ש גמל - מסלול אגח,10,29944863,בנק לאומי,
"267,215.75","267,215.75",,,,,,1,,,"948,919.57",פזו מקסיקני לאומי,200037,304,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"125,489.37","125,489.37",,,,,,1,,,"445,629.87",פזו מקסיקני לאומי,200037,304,א.ש השתלמות - מסלול אגח,10,29944961,בנק לאומי,
"114,616.09","114,616.09",,,,,,1,,,"407,017.35",פזו מקסיקני לאומי,200037,304,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"91,258.86","91,258.86",,,,,,1,,,"324,072.64",פזו מקסיקני לאומי,200037,304,א.ש פיצויים - מסלול אגח,10,29945076,בנק לאומי,
"1,838.74","1,838.74",,,,,,1,,,"6,529.61",פזו מקסיקני לאומי,200037,304,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"5,526.73","5,526.73",,,,,,1,,,"19,626.17",פזו מקסיקני לאומי,200037,304,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"2,551,465.82","2,551,465.82",,,,,,1,,,"9,060,603.07",פזו מקסיקני לאומי,200037,304,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"2,246,309.84","2,246,309.84",,,,,,1,,,"7,976,952.56",פזו מקסיקני לאומי,200037,304,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"210,770.59","210,770.59",,,,,,1,,,"748,475.11",פזו מקסיקני לאומי,200037,304,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"134,498.52","134,498.52",,,,,,1,,,"273,315.42",דולר הונג קונג לאומי,200040,304,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"145,504.62","145,504.62",,,,,,1,,,"295,680.99",דולר הונג קונג לאומי,200040,304,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"22,335.88","22,335.88",,,,,,1,,,"45,388.91",דולר הונג קונג לאומי,200040,304,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"33,080.30","33,080.30",,,,,,1,,,"67,222.71",דולר הונג קונג לאומי,200040,304,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
