שווי לחשיפה,שווי נייר,תאריך פקיעה,מחיר מימוש,דלתא,מטבע קניה,קוד מטבע קניה,מכפיל-יחס המרה,מטבע מכירה,קוד מטבע מכירה,כמות,תאור נייר,מספר נייר,קוד אפיק,שם חשבון,קוד בנק,מספר חשבון,שם הבנק,Issue_Date_CPI
"5,822,255.70","5,822,255.70",,,,,,1,,,"5,487,000.00",פועלים הנ אגח 33,1940568,202,א.ש גמל - מסלול אגח,10,29944863,בנק לאומי,
"7,931,722.50","7,931,722.50",,,,,,1,,,"7,475,000.00",פועלים הנ אגח 33,1940568,202,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"5,406,304.50","5,406,304.50",,,,,,1,,,"5,095,000.00",פועלים הנ אגח 33,1940568,202,א.ש השתלמות - מסלול אגח,10,29944961,בנק לאומי,
"9,067,099.50","9,067,099.50",,,,,,1,,,"8,545,000.00",פועלים הנ אגח 33,1940568,202,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"1,210,715.10","1,210,715.10",,,,,,1,,,"1,141,000.00",פועלים הנ אגח 33,1940568,202,א.ש פיצויים - מסלול אגח,10,29945076,בנק לאומי,
"3,063,395.70","3,063,395.70",,,,,,1,,,"2,887,000.00",פועלים הנ אגח 33,1940568,202,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"206,914.50","206,914.50",,,,,,1,,,"195,000.00",פועלים הנ אגח 33,1940568,202,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"74,008,541.70","74,008,541.70",,,,,,1,,,"69,747,000.00",פועלים הנ אגח 33,1940568,202,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"83,379,115.80","83,379,115.80",,,,,,1,,,"78,578,000.00",פועלים הנ אגח 33,1940568,202,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"1,598,016.60","1,598,016.60",,,,,,1,,,"1,506,000.00",פועלים הנ אגח 33,1940568,202,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"19,748,101.05","19,748,101.05",,,,,,1,,,"15,758,140.00",מז טפ הנפק   29,2310050,202,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"39,550,941.87","39,550,941.87",,,,,,1,,,"31,559,960.00",מז טפ הנפק   29,2310050,202,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"2,797,680.02","2,797,680.02",,,,,,1,,,"2,232,429.00",מז טפ הנפק   29,2310050,202,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"677,142.81","677,142.81",,,,,,1,,,"540,331.00",מז טפ הנפק   29,2310050,202,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"2,221,923.60","2,221,923.60",,,,,,1,,,"1,773,000.00",מז טפ הנפק   29,2310050,202,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"189,584.10","189,584.10",,,,,,1,,,"151,280.00",מז טפ הנפק   29,2310050,202,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"42,029,197.51","42,029,197.51",,,,,,1,,,"33,537,502.00",מז טפ הנפק   29,2310050,202,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"35,582,654.86","35,582,654.86",,,,,,1,,,"32,528,252.00",מזרחי טפחות הנפקות 33,2310092,202,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"107,785,419.35","107,785,419.35",,,,,,1,,,"98,533,156.00",מזרחי טפחות הנפקות 33,2310092,202,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"3,532,009.48","3,532,009.48",,,,,,1,,,"3,228,823.00",מזרחי טפחות הנפקות 33,2310092,202,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"18,657,929.23","18,657,929.23",,,,,,1,,,"17,056,339.00",מזרחי טפחות הנפקות 33,2310092,202,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"15,112,228.50","15,112,228.50",,,,,,1,,,"13,815,000.00",מזרחי טפחות הנפקות 33,2310092,202,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"7,232,190.77","7,232,190.77",,,,,,1,,,"6,611,382.00",מזרחי טפחות הנפקות 33,2310092,202,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"438,578.42","438,578.42",,,,,,1,,,"400,931.00",מזרחי טפחות הנפקות 33,2310092,202,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"13,690,591.68","13,690,591.68",,,,,,1,,,"12,515,396.00",מזרחי טפחות הנפקות 33,2310092,202,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"34,338,798.68","34,338,798.68",,,,,,1,,,"31,391,168.00",מזרחי טפחות הנפקות 33,2310092,202,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"3,473,250.00","3,473,250.00",,,,,,1,,,"3,300,000.00",מזרחי טפחות הנפקות 34,2310100,405,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"56,823,189.80","56,823,189.80",,,,,,1,,,"56,563,000.00",מז טפ הנפק   38,2310142,202,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"61,291,650.60","61,291,650.60",,,,,,1,,,"61,011,000.00",מז טפ הנפק   38,2310142,202,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"6,380,214.60","6,380,214.60",,,,,,1,,,"6,351,000.00",מז טפ הנפק   38,2310142,202,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"4,429,281.40","4,429,281.40",,,,,,1,,,"4,409,000.00",מז טפ הנפק   38,2310142,202,א.ש גמל - מסלול אגח,10,29944863,בנק לאומי,
"6,025,590.80","6,025,590.80",,,,,,1,,,"5,998,000.00",מז טפ הנפק   38,2310142,202,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"4,101,781.80","4,101,781.80",,,,,,1,,,"4,083,000.00",מז טפ הנפק   38,2310142,202,א.ש השתלמות - מסלול אגח,10,29944961,בנק לאומי,
"6,856,395.00","6,856,395.00",,,,,,1,,,"6,825,000.00",מז טפ הנפק   38,2310142,202,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"920,213.60","920,213.60",,,,,,1,,,"916,000.00",מז טפ הנפק   38,2310142,202,א.ש פיצויים - מסלול אגח,10,29945076,בנק לאומי,
"2,319,621.40","2,319,621.40",,,,,,1,,,"2,309,000.00",מז טפ הנפק   38,2310142,202,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"156,717.60","156,717.60",,,,,,1,,,"156,000.00",מז טפ הנפק   38,2310142,202,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"56,128,006.60","56,128,006.60",,,,,,1,,,"55,871,000.00",מז טפ הנפק   38,2310142,202,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"63,289,800.00","63,289,800.00",,,,,,1,,,"63,000,000.00",מז טפ הנפק   38,2310142,202,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"1,065,047.79","1,065,047.79",,,,,,1,,,"1,060,171.00",מז טפ הנפק   38,2310142,202,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"108,259.66","108,259.66",,,,,,1,,,"83,721.03",910 34 בתי זיקוק מדד,2590081,206,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"2,928,690.92","2,928,690.92",,,,,,1,,,"2,182,983.69",אלוני חץ  אגח ו,3900206,202,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"2,464,266.16","2,464,266.16",,,,,,1,,,"1,836,811.39",אלוני חץ  אגח ו,3900206,202,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"421,949.15","421,949.15",,,,,,1,,,"314,511.89",אלוני חץ  אגח ו,3900206,202,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"1,172,524.59","1,172,524.59",,,,,,1,,,"873,974.80",אלוני חץ  אגח ו,3900206,202,א.ש גמל - מסלול אגח,10,29944863,בנק לאומי,
"231,265.41","231,265.41",,,,,,1,,,"172,380.30",אלוני חץ  אגח ו,3900206,202,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"784,680.51","784,680.51",,,,,,1,,,"584,884.10",אלוני חץ  אגח ו,3900206,202,א.ש השתלמות - מסלול אגח,10,29944961,בנק לאומי,
"167,510.23","167,510.23",,,,,,1,,,"124,858.55",אלוני חץ  אגח ו,3900206,202,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"158,700.74","158,700.74",,,,,,1,,,"118,292.14",אלוני חץ  אגח ו,3900206,202,א.ש פיצויים - מסלול אגח,10,29945076,בנק לאומי,
"183,116.23","183,116.23",,,,,,1,,,"136,490.93",אלוני חץ  אגח ו,3900206,202,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"7,629.85","7,629.85",,,,,,1,,,"5,687.13",אלוני חץ  אגח ו,3900206,202,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"11,171,518.68","11,171,518.68",,,,,,1,,,"8,327,011.54",אלוני חץ  אגח ו,3900206,202,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"8,154,516.41","8,154,516.41",,,,,,1,,,"6,078,202.45",אלוני חץ  אגח ו,3900206,202,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"753,828.46","753,828.46",,,,,,1,,,"561,887.64",אלוני חץ  אגח ו,3900206,202,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"1,045,072.00","1,045,072.00",,,,,,1,,,"860,000.00",אלוני חץ  אגח ח,3900271,202,א.ש גמל - מסלול אגח,10,29944863,בנק לאומי,
"802,032.00","802,032.00",,,,,,1,,,"660,000.00",אלוני חץ  אגח ח,3900271,202,א.ש השתלמות - מסלול אגח,10,29944961,בנק לאומי,
"133,672.00","133,672.00",,,,,,1,,,"110,000.00",אלוני חץ  אגח ח,3900271,202,א.ש פיצויים - מסלול אגח,10,29945076,בנק לאומי,
"11,058,320.00","11,058,320.00",,,,,,1,,,"9,100,000.00",אלוני חץ  אגח ח,3900271,202,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"10,462,872.00","10,462,872.00",,,,,,1,,,"8,610,000.00",אלוני חץ  אגח ח,3900271,202,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"558,992.00","558,992.00",,,,,,1,,,"460,000.00",אלוני חץ  אגח ח,3900271,202,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"786,778.32","215,655.00",10/06/2016,,0.46,אלוני חץ,390013,1,,,"65,350.00",אלוני חץ אופ 10,3900305,104,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"1,019,139.78","279,345.00",10/06/2016,,0.46,אלוני חץ,390013,1,,,"84,650.00",אלוני חץ אופ 10,3900305,104,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"83,072.23","22,770.00",10/06/2016,,0.46,אלוני חץ,390013,1,,,"6,900.00",אלוני חץ אופ 10,3900305,104,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"126,414.27","34,650.00",10/06/2016,,0.46,אלוני חץ,390013,1,,,"10,500.00",אלוני חץ אופ 10,3900305,104,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"74,042.64","20,295.00",10/06/2016,,0.46,אלוני חץ,390013,1,,,"6,150.00",אלוני חץ אופ 10,3900305,104,א.ש גמל - מסלול מנייתי,10,29944765,בנק לאומי,
"93,907.74","25,740.00",10/06/2016,,0.46,אלוני חץ,390013,1,,,"7,800.00",אלוני חץ אופ 10,3900305,104,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"70,430.81","19,305.00",10/06/2016,,0.46,אלוני חץ,390013,1,,,"5,850.00",אלוני חץ אופ 10,3900305,104,א.ש השתלמות - מסלול מנייתי,10,29943670,בנק לאומי,
"39,730.20","10,890.00",10/06/2016,,0.46,אלוני חץ,390013,1,,,"3,300.00",אלוני חץ אופ 10,3900305,104,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"2,407.89",660,10/06/2016,,0.46,אלוני חץ,390013,1,,,200,אלוני חץ אופ 10,3900305,104,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"463,518.98","127,050.00",10/06/2016,,0.46,אלוני חץ,390013,1,,,"38,500.00",אלוני חץ אופ 10,3900305,104,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"526,124.14","144,210.00",10/06/2016,,0.46,אלוני חץ,390013,1,,,"43,700.00",אלוני חץ אופ 10,3900305,104,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"25,282.85","6,930.00",10/06/2016,,0.46,אלוני חץ,390013,1,,,"2,100.00",אלוני חץ אופ 10,3900305,104,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"3,893,387.22","851,350.50",01/01/1753,,0.68,מדד תא 100,2,1,,,"445,500.00",אלוני חץ אפ 11,3900339,104,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"4,369,682.63","955,500.00",01/01/1753,,0.68,מדד תא 100,2,1,,,"500,000.00",אלוני חץ אפ 11,3900339,104,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"449,203.37","98,225.40",01/01/1753,,0.68,מדד תא 100,2,1,,,"51,400.00",אלוני חץ אפ 11,3900339,104,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"661,569.95","144,662.70",01/01/1753,,0.68,מדד תא 100,2,1,,,"75,700.00",אלוני חץ אפ 11,3900339,104,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"402,010.80","87,906.00",01/01/1753,,0.68,מדד תא 100,2,1,,,"46,000.00",אלוני חץ אפ 11,3900339,104,א.ש גמל - מסלול מנייתי,10,29944765,בנק לאומי,
"766,442.33","167,594.70",01/01/1753,,0.68,מדד תא 100,2,1,,,"87,700.00",אלוני חץ אפ 11,3900339,104,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"525,305.77","114,866.39",01/01/1753,,0.68,מדד תא 100,2,1,,,"60,108.00",אלוני חץ אפ 11,3900339,104,א.ש השתלמות - מסלול מנייתי,10,29943670,בנק לאומי,
"179,156.99","39,175.50",01/01/1753,,0.68,מדד תא 100,2,1,,,"20,500.00",אלוני חץ אפ 11,3900339,104,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"13,109.05","2,866.50",01/01/1753,,0.68,מדד תא 100,2,1,,,"1,500.00",אלוני חץ אפ 11,3900339,104,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"284,903.31","62,298.60",01/01/1753,,0.68,מדד תא 100,2,1,,,"32,600.00",אלוני חץ אפ 11,3900339,104,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"308,499.59","67,458.30",01/01/1753,,0.68,מדד תא 100,2,1,,,"35,300.00",אלוני חץ אפ 11,3900339,104,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"17,478.73","3,822.00",01/01/1753,,0.68,מדד תא 100,2,1,,,"2,000.00",אלוני חץ אפ 11,3900339,104,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"738,900.00","738,900.00",,,,,,1,,,"500,000.00","פקדון  ש""ה לאומי למשכנתאות",4006980,208,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"423,548.38","423,548.38",,,,,,1,,,"347,057.01",%59.5צרפתי ה,4250130,202,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"275,249.03","275,249.03",,,,,,1,,,"225,540.01",%59.5צרפתי ה,4250130,202,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"74,932.56","74,932.56",,,,,,1,,,"61,400.00",%59.5צרפתי ה,4250130,202,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"14,864.47","14,864.47",,,,,,1,,,"12,180.00",%59.5צרפתי ה,4250130,202,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"3,075.41","3,075.41",,,,,,1,,,"2,520.00",%59.5צרפתי ה,4250130,202,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"1,942,592.86","1,942,592.86",,,,,,1,,,"1,815,507.35","צרפתי  אג""ח ו",4250155,405,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"1,388,865.62","1,388,865.62",,,,,,1,,,"1,298,005.25","צרפתי  אג""ח ו",4250155,405,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"302,811.22","302,811.22",,,,,,1,,,"283,001.14","צרפתי  אג""ח ו",4250155,405,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"100,045.41","100,045.41",,,,,,1,,,"93,500.38","צרפתי  אג""ח ו",4250155,405,א.ש גמל - מסלול אגח,10,29944863,בנק לאומי,
"110,745.45","110,745.45",,,,,,1,,,"103,500.42","צרפתי  אג""ח ו",4250155,405,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"58,850.24","58,850.24",,,,,,1,,,"55,000.22","צרפתי  אג""ח ו",4250155,405,א.ש השתלמות - מסלול אגח,10,29944961,בנק לאומי,
"67,945.28","67,945.28",,,,,,1,,,"63,500.26","צרפתי  אג""ח ו",4250155,405,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"12,305.04","12,305.04",,,,,,1,,,"11,500.04","צרפתי  אג""ח ו",4250155,405,א.ש פיצויים - מסלול אגח,10,29945076,בנק לאומי,
"2,675.01","2,675.01",,,,,,1,,,"2,500.01","צרפתי  אג""ח ו",4250155,405,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"1,605.00","1,605.00",,,,,,1,,,"1,500.00","צרפתי  אג""ח ו",4250155,405,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"829,788.36","829,788.36",,,,,,1,,,"775,503.14","צרפתי  אג""ח ו",4250155,405,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"494,877.00","494,877.00",,,,,,1,,,"462,501.87","צרפתי  אג""ח ו",4250155,405,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"56,710.22","56,710.22",,,,,,1,,,"53,000.21","צרפתי  אג""ח ו",4250155,405,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"4,785,902.00","4,785,902.00",,,,,,1,,,"4,642,000.00",צרפתי אג י,4250171,407,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"5,301,402.00","5,301,402.00",,,,,,1,,,"5,142,000.00",צרפתי אג י,4250171,407,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"222,696.00","222,696.00",,,,,,1,,,"216,000.00",צרפתי אג י,4250171,407,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"4,695,101.94","4,695,101.94",31/12/2012,,,,,1,,,"4,193,553.00",4D א.ש הקרן הירוקה,5105218,128,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"4,065,928.16","4,065,928.16",31/12/2012,,,,,1,,,"3,631,590.00",4D א.ש הקרן הירוקה,5105218,128,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"617,012.68","617,012.68",31/12/2012,,,,,1,,,"551,101.00",4D א.ש הקרן הירוקה,5105218,128,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"403,863.23","403,863.23",31/12/2012,,,,,1,,,"360,721.00",4D א.ש הקרן הירוקה,5105218,128,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"300,783.90","300,783.90",31/12/2012,,,,,1,,,"268,653.00",4D א.ש הקרן הירוקה,5105218,128,א.ש גמל - מסלול מנייתי,10,29944765,בנק לאומי,
"334,960.81","334,960.81",31/12/2012,,,,,1,,,"299,179.00",4D א.ש הקרן הירוקה,5105218,128,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"277,039.42","277,039.42",31/12/2012,,,,,1,,,"247,445.00",4D א.ש הקרן הירוקה,5105218,128,א.ש השתלמות - מסלול מנייתי,10,29943670,בנק לאומי,
"134,647.57","134,647.57",31/12/2012,,,,,1,,,"120,264.00",4D א.ש הקרן הירוקה,5105218,128,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"12,595.50","12,595.50",31/12/2012,,,,,1,,,"11,250.00",4D א.ש הקרן הירוקה,5105218,128,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"4,976,541.75","4,976,541.75",31/12/2012,,,,,1,,,"2,070,798.00",אלטשולר שחם (40) יתר,5105903,127,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"17,077,074.31","17,077,074.31",31/12/2012,,,,,1,,,"7,105,973.00",אלטשולר שחם (40) יתר,5105903,127,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"86,320.54","86,320.54",31/12/2012,,,,,1,,,"35,919.00",אלטשולר שחם (40) יתר,5105903,127,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"3,690,007.86","3,690,007.86",31/12/2012,,,,,1,,,"1,535,456.00",אלטשולר שחם (40) יתר,5105903,127,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"245,148.03","245,148.03",31/12/2012,,,,,1,,,"102,009.00",אלטשולר שחם (40) יתר,5105903,127,א.ש גמל - מסלול מנייתי,10,29944765,בנק לאומי,
"5,750,307.27","5,750,307.27",31/12/2012,,,,,1,,,"2,392,771.00",אלטשולר שחם (40) יתר,5105903,127,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"1,919,676.16","1,919,676.16",31/12/2012,,,,,1,,,"798,800.00",אלטשולר שחם (40) יתר,5105903,127,א.ש השתלמות - מסלול מנייתי,10,29943670,בנק לאומי,
"1,221,664.32","1,221,664.32",31/12/2012,,,,,1,,,"508,349.00",אלטשולר שחם (40) יתר,5105903,127,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"28,711.03","28,711.03",31/12/2012,,,,,1,,,"11,947.00",אלטשולר שחם (40) יתר,5105903,127,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"1,206,406.40","1,206,406.40",31/12/2012,,,,,1,,,"502,000.00",אלטשולר שחם (40) יתר,5105903,127,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"2,374,361.60","2,374,361.60",31/12/2012,,,,,1,,,"988,000.00",אלטשולר שחם (40) יתר,5105903,127,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"70,894.40","70,894.40",31/12/2012,,,,,1,,,"29,500.00",אלטשולר שחם (40) יתר,5105903,127,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"3,375,592.60","3,375,592.60",31/12/2012,,,,,1,,,"2,299,450.00","1B! אלטשולר אג""ח הזדמנויות",5108642,205,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"3,029,981.36","3,029,981.36",31/12/2012,,,,,1,,,"2,064,020.00","1B! אלטשולר אג""ח הזדמנויות",5108642,205,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"442,249.68","442,249.68",31/12/2012,,,,,1,,,"301,260.00","1B! אלטשולר אג""ח הזדמנויות",5108642,205,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"255,725.60","255,725.60",31/12/2012,,,,,1,,,"174,200.00","1B! אלטשולר אג""ח הזדמנויות",5108642,205,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"243,981.60","243,981.60",31/12/2012,,,,,1,,,"166,200.00","1B! אלטשולר אג""ח הזדמנויות",5108642,205,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"103,934.40","103,934.40",31/12/2012,,,,,1,,,"70,800.00","1B! אלטשולר אג""ח הזדמנויות",5108642,205,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"8,998.84","8,998.84",31/12/2012,,,,,1,,,"6,130.00","1B! אלטשולר אג""ח הזדמנויות",5108642,205,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"5,342,184.12","5,342,184.12",31/12/2012,,,,,1,,,"3,639,090.00","1B! אלטשולר אג""ח הזדמנויות",5108642,205,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"5,415,598.80","5,415,598.80",31/12/2012,,,,,1,,,"3,689,100.00","1B! אלטשולר אג""ח הזדמנויות",5108642,205,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"264,298.72","264,298.72",31/12/2012,,,,,1,,,"180,040.00","1B! אלטשולר אג""ח הזדמנויות",5108642,205,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"42,073.44","42,073.44",,,,,,1,,,"33,254.38",חשמל         22,6000020,202,א.ש גמל - מסלול אגח,10,29944863,בנק לאומי,
"27,922.12","27,922.12",,,,,,1,,,"22,069.33",חשמל         22,6000020,202,א.ש השתלמות - מסלול אגח,10,29944961,בנק לאומי,
"41,772.26","41,772.26",,,,,,1,,,"33,254.41",(חשמל         22(פדיון לקבל,6000020,202,א.ש גמל - מסלול אגח,10,29944863,בנק לאומי,
"27,722.24","27,722.24",,,,,,1,,,"22,069.35",(חשמל         22(פדיון לקבל,6000020,202,א.ש השתלמות - מסלול אגח,10,29944961,בנק לאומי,
"1,357.60","1,357.60",,,,,,1,,,,(חשמל         22(ריבית לקבל,6000020,202,א.ש גמל - מסלול אגח,10,29944863,בנק לאומי,
900.97,900.97,,,,,,1,,,,(חשמל         22(ריבית לקבל,6000020,202,א.ש השתלמות - מסלול אגח,10,29944961,בנק לאומי,
"36,285,172.46","36,285,172.46",,,,,,1,,,"25,884,700.00",חשמל  אגח יב-רמ,6000046,206,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"26,188,848.14","26,188,848.14",,,,,,1,,,"18,682,300.00",חשמל  אגח יב-רמ,6000046,206,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
"8,346,317.20","8,346,317.20",,,,,,1,,,"5,954,000.00",חשמל  אגח יב-רמ,6000046,206,א.ש פיצויים  - מסלול כללי,10,21497219,בנק לאומי,
"3,140,032.00","3,140,032.00",,,,,,1,,,"2,240,000.00",חשמל  אגח יב-רמ,6000046,206,א.ש גמל - מסלול אגח,10,29944863,בנק לאומי,
"6,127,267.80","6,127,267.80",,,,,,1,,,"4,371,000.00",חשמל  אגח יב-רמ,6000046,206,א.ש גמל - מסלול גולד,10,29944275,בנק לאומי,
"1,850,376.00","1,850,376.00",,,,,,1,,,"1,320,000.00",חשמל  אגח יב-רמ,6000046,206,א.ש השתלמות - מסלול אגח,10,29944961,בנק לאומי,
"3,555,665.70","3,555,665.70",,,,,,1,,,"2,536,500.00",חשמל  אגח יב-רמ,6000046,206,א.ש השתלמות - מסלול גולד,10,29944569,בנק לאומי,
"414,932.80","414,932.80",,,,,,1,,,"296,000.00",חשמל  אגח יב-רמ,6000046,206,א.ש פיצויים - מסלול אגח,10,29945076,בנק לאומי,
"46,960.30","46,960.30",,,,,,1,,,"33,500.00",חשמל  אגח יב-רמ,6000046,206,א.ש פנסיה מקיפה,10,29943768,בנק לאומי,
"49,763.90","49,763.90",,,,,,1,,,"35,500.00",חשמל  אגח יב-רמ,6000046,206,א.ש פנסיה כללית,10,29943964,בנק לאומי,
"28,572,889.40","28,572,889.40",,,,,,1,,,"20,383,000.00",חשמל  אגח יב-רמ,6000046,206,א.ש גמל להיט קלאסי,10,29942967,בנק לאומי,
"16,837,720.70","16,837,720.70",,,,,,1,,,"12,011,500.00",חשמל  אגח יב-רמ,6000046,206,א.ש השתלמות נירית קלאסי,10,29943278,בנק לאומי,
"2,175,593.60","2,175,593.60",,,,,,1,,,"1,552,000.00",חשמל  אגח יב-רמ,6000046,206,א.ש פיצויים קלאסי,10,29943572,בנק לאומי,
"16,407,555.80","16,407,555.80",,,,,,1,,,"11,014,000.00",חשמל צמוד2018רמ,6000079,206,א.ש גמל - מסלול כללי,10,21497023,בנק לאומי,
"9,840,958.20","9,840,958.20",,,,,,1,,,"6,606,000.00",חשמל צמוד2018רמ,6000079,206,א.ש השתלמות - מסלול כללי,10,21497121,בנק לאומי,
